country_code	domain_code	actual
FR	0018d00000MWBQnAAP	1352.363598
TR	001Pz000006NZhdIAG	1331.827022
TR	0018d00000K0bWmAAJ	1327.921659
TR	0018d00000hDZYWAA4	1324.828449
US	0018d00000K0UFXAA3	1323
BR	0018d00000ccp43AAA	1320.84765
TR	0018d00000T4GX1AAN	1319.998
RU	0018d00000K0b4iAAB	1317.303752
JP	0018d00000etOJCAA2	1315.342854
JP	0018d00000K0ZfjAAF	1315.342854
TR	0018d00000K0awHAAR	1312.299462
TR	0018d00000KPBFQAA5	1312.299114
TR	001Pz000002sEGBIA2	1308.174781
TR	001Pz000005QtUEIA0	1300.27
ID	0018d00000S7ARKAA3	1294
SC	0018d00000K0V5fAAF	1292
TR	0018d00000K0bG4AAJ	1289.239285
TW	001Pz000006jKtaIAE	1285.418226
TR	0018d00000K0WDEAA3	1281.255
TR	001Pz00000550IuIAI	1252.932977
BR	0018d00000K0VMdAAN	1251.164658
RU	0018d00000KPYCNAA5	1250
TR	0018d00000cABDBAA4	1249.808978
JP	0018d00000K0X4HAAV	1249.575714
RU	0018d00000K0YceAAF	1236.652499
TR	0018d00000K0bHyAAJ	1233.81159
VN	0018d00000K0ZDfAAN	1226
BR	0018d00000K0V2cAAF	1218.969566
ID	0018d00000K0c7pAAB	1207
TR	001Pz000006NbEoIAK	1206.752314
TR	0018d00000K0XzRAAV	1203.721383
AE	0018d00000K0XRVAA3	1200
TR	001Pz000008BlOnIAK	1197.628865
TR	001Pz000002U4Q9IAK	1190.442687
SC	0018d00000K0UIJAA3	1190
BR	001Pz000006j5OKIAY	1189.239254
BR	0018d00000K0VF6AAN	1189.239106
BR	0018d00000K0YLlAAN	1189.238844
TR	001Pz000002MDn9IAG	1187.318582
ES	0018d00000K0WJrAAN	1185.752838
JP	0018d00000K0YiSAAV	1183.808575
KR	0018d00000fQ5OAAA0	1176.457462
TR	0018d00000K0ZgyAAF	1172.570507
TR	0018d00000K0Yw3AAF	1171.696446
TR	0018d00000hDZXiAAO	1171.695651
TR	0018d00000K0awLAAR	1171.695313
TW	001Pz000006tpRSIAY	1154.485001
TR	0018d00000K0cUFAAZ	1148.418393
NL	001Pz000008YUIUIA4	1135.985941
JP	0018d00000K0cLIAAZ	1134.976466
TR	0018d00000Om5UvAAJ	1129.327118
RU	0018d00000K0YL3AAN	1129.117501
TR	0018d00000MWm7TAAT	1126.545762
TR	0018d00000T4GXFAA3	1124.761
TR	0018d00000T4GWzAAN	1118.126
TR	0018d00000K0YmSAAV	1111.079953
BR	0018d00000K0XobAAF	1105.794204
RU	0018d00000K0VHNAA3	1096.856997
TR	001Pz000008CXIBIA4	1096.23851
TR	001Pz000008Bm1jIAC	1096.23851
TR	0018d00000K0ZP8AAN	1091.426755
UK	001Pz000008YfFZIA0	1081.890916
UK	001Pz000008YiN2IAK	1081.890916
UK	0018d00000K0cTXAAZ	1081.8907
UK	0018d00000K0axkAAB	1081.890662
TR	001Pz0000076McyIAE	1081.615264
TR	0018d00000K0atVAAR	1065.461656
TR	0018d00000icNeJAAU	1062.649469
TW	0018d00000K0Z3RAAV	1060.456261
AU	0018d00000k7tiPAAQ	1048.685468
TR	0018d00000K0UdZAAV	1043.714692
TW	001Pz000006XO4xIAG	1042.959088
SG	0018d00000K0YCvAAN	1028.49796
TR	0018d00000WBsTmAAL	1016.250706
TR	0018d00000K0YqZAAV	1015.469614
TR	0018d00000K0XQ8AAN	1012.438184
TR	0018d00000K0XSAAA3	1012.344753
TR	0018d00000K0bZXAAZ	998.2847277
AU	0018d00000K0ZqyAAF	996.251593
TR	0018d00000K0UPkAAN	991.816889
TR	001Pz000007GGuTIAW	991.6608384
TW	0018d00000K0bAWAAZ	988
TR	0018d00000K0bCuAAJ	974.0697407
TR	0018d00000K0XYzAAN	973.2886628
TR	0018d00000K0aj8AAB	965.9458144
MY	0018d00000eeMYPAA2	943.8348564
TW	0018d00000K0YKjAAN	939.0384141
TW	0018d00000K0Xv4AAF	939.0383269
TR	0018d00000K0Z0JAAV	937.3564286
TR	0018d00000K0acHAAR	937.3564286
TR	0018d00000K0WQGAA3	937.3561065
TW	0018d00000K0YEZAA3	926.5177929
BR	001Pz000006zokRIAQ	923.8405386
ID	001Pz000006vImQIAU	914.3396665
TR	001Pz000002IqIQIA0	910.6102923
TR	0018d00000K0WH1AAN	906.8919872
TR	0018d00000hCVyGAAW	906.1425168
TR	0018d00000XefcyAAB	906.1115203
AE	0018d00000T4GWwAAN	900
TR	0018d00000K0X0lAAF	890.4895241
TR	0018d00000fQ8PhAAK	859.9001804
TR	0018d00000K0YJ0AAN	855.8374794
JP	0018d00000etOJDAA2	854.972859
TR	0018d00000K0Y1qAAF	847.745
VN	0018d00000T6TCrAAN	845
TR	0018d00000T4GXgAAN	844.158
TR	0018d00000K0X5vAAF	843.6205784
TR	0018d00000K0XmTAAV	840.0894365
TR	0018d00000K0UphAAF	819.9995046
ES	0018d00000K0WHgAAN	807.0902236
TR	0018d00000K0ZryAAF	796.7529466
TR	0018d00000K0aiTAAR	787.379065
TR	0018d00000K0Yp8AAF	781.1305061
TR	0018d00000K0WCGAA3	777.2875162
TR	0018d00000K0cKzAAJ	761.4460673
TR	0018d00000K0WtDAAV	751.2908574
TR	0018d00000K0Ub0AAF	749.8856741
TR	0018d00000K0VN9AAN	745.8235339
TR	0018d00000Xei6fAAB	735.1999912
TH	0018d00000K0VEgAAN	730
TR	0018d00000T4GWuAAN	726.815
TR	0018d00000T4GWpAAN	722.0141018
TR	0018d00000K0b6rAAB	718.6395353
FR	0018d00000K0bweAAB	706.4744154
TR	0018d00000K0aI0AAJ	703.0170766
AE	0018d00000T4GW4AAN	700
TR	0018d00000c9fg1AAA	690.703
TR	0018d00000K0WnWAAV	687.3951413
ES	001Pz000003LVvAIAW	683.7554984
TR	0018d00000K0WWSAA3	677.2402556
TR	0018d00000dsdtzAAA	671.7717676
TR	0018d00000jah3SAAQ	667
ID	0018d00000K0Y3tAAF	663.3796238
VN	0018d00000K0bPaAAJ	663
TR	0018d00000T4GWKAA3	657.5550329
US	0018d00000K0ZIXAA3	657.3953254
US	0018d00000K0WqVAAV	653.3377833
TR	0018d00000icxGnAAI	650.931928
TR	0018d00000U2En7AAF	624.9045442
TR	0018d00000K0c8LAAR	624.9041347
TR	0018d00000K0WSNAA3	624.9036755
TR	0018d00000hDZUFAA4	618.1237722
TR	0018d00000K0WmEAAV	609.469466
TR	0018d00000hDZZPAA4	604.5945343
SG	0018d00000K0ZpXAAV	600
BR	001Pz000002ZH1gIAG	594.6197907
TR	0018d00000K0XNGAA3	593.9719518
TR	0018d00000Ui4AyAAJ	590.5343418
TR	0018d00000K0YTKAA3	586.7851492
BR	001Pz000004lkTLIAY	579.7539973
US	0018d00000K0YckAAF	575
ID	0018d00000K0XBPAA3	565.7680902
TR	001Pz000003eo4WIAQ	552.4157282
TR	0018d00000K0UUzAAN	549.7287593
TR	0018d00000K0ZZTAA3	548.3532305
TR	0018d00000ifGMQAA2	546.7908872
TR	0018d00000K0WorAAF	543.6672487
TR	001Pz0000068IpXIAU	542.8854363
TR	001Pz000006NZIqIAO	542.8854363
TR	0018d00000PPF9lAAH	537.3867745
TR	0018d00000K0WjxAAF	537.2930655
TR	001Pz0000063ahsIAA	522.0133157
TR	0018d00000K0WRTAA3	520.2327455
TR	0018d00000K0Z0IAAV	519.17025
TR	0018d00000hDYrcAAG	515.1089852
TR	0018d00000hDZWkAAO	515.1089852
TR	0018d00000K0U9mAAF	511.7968111
TR	0018d00000K0XmUAAV	504.6101034
VN	0018d00000K0bCdAAJ	500
FR	0018d00000K0VLkAAN	500
TR	001Pz000008xr5JIAQ	484.3016261
TR	0018d00000K0ZbKAAV	484.3008152
TR	0018d00000T4GXhAAN	484.088
ES	001Pz000003XuQ3IAK	479.2774574
UK	0018d00000T4GW8AAN	473
TW	0018d00000K0XIEAA3	469.5200061
TR	0018d00000K0cLTAAZ	468.6784311
TR	0018d00000K0b6FAAR	466
TR	0018d00000ewEprAAE	460.7102755
TR	0018d00000PRvVaAAL	459.3047556
TR	0018d00000T4GWmAAN	454.316
TR	0018d00000T4GXMAA3	452.783
SC	0018d00000hDcA8AAK	450
TR	0018d00000ifoKqAAI	449.9311112
SC	0018d00000K0WO4AAN	445
TR	0018d00000K0Ur2AAF	437.4331454
ID	0018d00000K0UHvAAN	434.5983575
KR	0018d00000K0cOqAAJ	426.4657147
NL	0018d00000K0buMAAR	400.3000865
TR	0018d00000K0YFXAA3	390.5650258
TR	001Pz0000041KicIAE	371.897
KR	0018d00000K0YzdAAF	367.6424356
TR	0018d00000K0WJ4AAN	356.8515803
PH	0018d00000K0aHDAAZ	350
TR	001Pz0000062LmWIAU	349.785
TR	0018d00000jYXbBAAW	346.446657
TR	0018d00000T4GXqAAN	343.562
TR	0018d00000K0WdOAAV	336.1053759
US	0018d00000K0V81AAF	329.37586
TR	0018d00000K0bihAAB	323.358
TR	001Pz000008F1jxIAC	312.452373
TR	001Pz000006HjA9IAK	306.578596
TR	0018d00000T4GXdAAN	306.233
TR	001Pz000006ZQ7RIAW	304.6415719
ES	001Pz000003LWo1IAG	300.7660056
TR	0018d00000cdZ6RAAU	296.8292645
TR	001Pz000008EnNhIAK	281.2071163
TR	001Pz000003esftIAA	274.8951171
TR	0018d00000K0YnRAAV	273.3953809
TR	0018d00000hCyZoAAK	249.9616945
TR	0018d00000frXjjAAE	249.9615203
TR	0018d00000T4GWdAAN	234.561
US	001Pz000008QYz7IAG	232.4640831
TR	0018d00000T4GX5AAN	228.332
TR	0018d00000VPVgkAAH	218.7167448
RU	0018d00000K0XYiAAN	215.0699979
JP	0018d00000etPNJAA2	213.7432126
PL	0018d00000K0V1RAAV	213.1327511
VN	0018d00000l3DQnAAM	200
TR	0018d00000T4GWQAA3	199.58
TR	001Pz00000AqYxXIAV	195.658
TR	0018d00000K0UTuAAN	188.6275087
ES	001Pz000002AWX7IAO	183.9213273
TR	0018d00000k8beVAAQ	165.7246344
TR	0018d00000K0VxmAAF	164.4438426
TR	001Pz000005X7b7IAC	156.2258664
TR	0018d00000T4GW6AAN	152.921
BR	0018d00000K0WRkAAN	123.8788534
BR	0018d00000VPHKdAAP	123.8788534
BR	0018d00000VPHKKAA5	123.8788534
BR	0018d00000VPHLHAA5	123.8788534
TR	0018d00000T4GXUAA3	116.902
TR	0018d00000K0TyuAAF	62.49028084
TR	0018d00000k7tVPAAY	56.24111559
TR	0018d00000T4GXAAA3	51.392
AU	0018d00000K0b6gAAB	49.48474294
TR	001Pz000002fMGMIA2	31.24495303
TR	001Pz000002AEv5IAG	31.24495303
AE	0018d00000K0U8OAAV	15.86
TR	0018d00000PPVHMAA5	11.06055245
US	0018d00000cdELlAAM	10.819
TH	0018d00000K0UQxAAN	1
PL	0018d00000K0VNgAAN	0.77501757
AU	0018d00000K0b1yAAB	0.65492907
NL	0018d00000K0XSvAAN	0.54142731
UK	0018d00000K0UoZAAV	0.52916375
